order_id,customer_id,order_date,category,quantity,unit_price,discount,payment_method,delivery_days,satisfaction_score,gross_amount,discount_amount,total_amount,product_cost,shipping_cost,returned,return_cost,marketing_cost,profit,customer_age,customer_gender,region,customer_tenure_months
ORD_001484,CUST_00095,2025-08-25,Sports,4,5899.54,0.16,Net Banking,5,3,23598.16,3775.7056000000002,19822.4544,10172.82,467.77,0,0.0,90.37,9091.49,42,Male,East,55
ORD_000317,CUST_00096,2024-09-05,Electronics,5,14261.74,0.22,Debit Card,4,5,71308.7,15687.913999999999,55620.786,34769.3,431.26,0,0.0,24.08,20396.15,24,Male,South,59
ORD_010990,CUST_00096,2024-10-24,Sports,2,24221.94,0.08,Net Banking,6,4,48443.88,3875.5103999999997,44568.3696,20962.65,282.51,0,0.0,147.23,23175.98,24,Male,South,59
ORD_006920,CUST_00096,2025-08-23,Beauty,4,16179.92,0.26,Credit Card,4,2,64719.68,16827.1168,47892.563200000004,32820.91,250.8,0,0.0,156.55,14664.3,24,Male,South,59
ORD_016835,CUST_00096,2026-05-28,Home,3,20872.16,0.33,Cash,1,1,62616.479999999996,20663.4384,41953.0416,24295.02,340.17,0,0.0,159.84,17158.01,24,Male,South,59
ORD_016679,CUST_00097,2024-11-06,Grocery,1,5338.31,0.16,Net Banking,1,1,5338.31,854.1296000000001,4484.1804,2240.19,456.97,0,0.0,32.24,1754.78,26,Other,Central,5
ORD_017977,CUST_00097,2025-11-07,Fashion,4,20622.22,0.21,Cash,1,2,82488.88,17322.6648,65166.215200000006,47478.12,48.39,0,0.0,88.73,17550.98,26,Other,Central,5
ORD_015671,CUST_00097,2025-12-08,Fashion,1,16511.78,0.04,Credit Card,3,2,16511.78,660.4712,15851.308799999999,9878.61,223.12,0,0.0,221.16,5528.42,26,Other,Central,5
ORD_015336,CUST_00098,2024-01-25,Electronics,2,11617.21,0.18,Cash,1,5,23234.42,4182.195599999999,19052.2244,11762.64,113.22,0,0.0,203.3,6973.06,41,Female,West,54
ORD_001913,CUST_00098,2024-03-12,Beauty,1,9050.59,0.09,Credit Card,8,1,9050.59,814.5531,8236.036900000001,5056.52,293.76,0,0.0,266.82,2618.94,41,Female,West,54
ORD_016733,CUST_00098,2024-08-16,Sports,1,12163.87,0.04,Net Banking,8,2,12163.87,486.55480000000006,11677.315200000001,6183.59,122.57,0,0.0,225.43,5145.73,41,Female,West,54
ORD_007758,CUST_00098,2024-09-22,Electronics,1,14602.85,0.27,UPI,8,5,14602.85,3942.7695000000003,10660.0805,5372.53,209.05,0,0.0,79.44,4999.06,41,Female,West,54
ORD_018235,CUST_00098,2025-10-30,Fashion,4,1635.95,0.04,Credit Card,3,4,6543.8,261.752,6282.048,3853.83,330.46,0,0.0,365.96,1731.8,41,Female,West,54
ORD_012977,CUST_00099,2024-03-07,Fashion,2,18410.55,0.18,Debit Card,6,2,36821.1,6627.798,30193.302,21359.3,171.67,0,0.0,88.9,8573.43,18,Female,Central,54
ORD_008809,CUST_00099,2025-06-28,Home,2,10116.61,0.08,Debit Card,9,3,20233.22,1618.6576000000002,18614.562400000003,10980.32,96.27,0,0.0,238.88,7299.09,18,Female,Central,54
ORD_018262,CUST_00099,2025-07-04,Sports,4,1084.96,0.26,UPI,2,5,4339.84,1128.3584,3211.4816,2003.91,297.27,0,0.0,255.13,655.17,18,Female,Central,54
ORD_008063,CUST_00100,2024-03-27,Grocery,3,2284.27,0.0,Credit Card,9,5,6852.8099999999995,0.0,6852.8099999999995,4521.89,76.68,0,0.0,156.17,2098.07,61,Male,North,60
ORD_019143,CUST_00100,2024-04-22,Grocery,1,24518.65,0.17,UPI,9,4,24518.65,4168.1705,20350.4795,11894.29,121.13,0,0.0,346.16,7988.9,61,Male,North,60
ORD_012335,CUST_00100,2024-07-28,Sports,3,243.03,0.29,Cash,6,4,729.09,211.43609999999998,517.6539,352.15,394.19,0,0.0,183.81,-412.5,61,Male,North,60
ORD_005533,CUST_00101,2024-02-14,Electronics,5,14550.68,0.16,UPI,9,3,72753.4,11640.544,61112.85599999999,29438.03,57.44,0,0.0,97.55,31519.84,25,Male,Central,32
ORD_007846,CUST_00101,2025-04-23,Fashion,4,18639.58,0.2,Cash,8,1,74558.32,14911.664000000002,59646.656,41597.55,453.9,0,0.0,276.77,17318.44,25,Male,Central,32
ORD_013944,CUST_00101,2025-11-25,Beauty,4,24424.8,0.16,Net Banking,1,1,97699.2,15631.872,82067.328,51463.37,487.63,0,0.0,58.12,30058.21,25,Male,Central,32
ORD_008111,CUST_00101,2025-12-19,Electronics,3,5352.35,0.16,Net Banking,6,1,16057.050000000001,2569.128,13487.922,9238.84,88.35,0,0.0,227.32,3933.41,25,Male,Central,32
ORD_009157,CUST_00101,2026-01-17,Home,5,8006.19,0.2,UPI,6,3,40030.95,8006.19,32024.76,17670.36,329.35,1,6390.84,113.15,7521.06,25,Male,Central,32
ORD_015632,CUST_00102,2024-10-31,Grocery,1,17995.81,0.03,Net Banking,5,5,17995.81,539.8743000000001,17455.9357,10290.12,92.04,0,0.0,279.26,6794.52,41,Female,South,6
ORD_000221,CUST_00102,2025-01-29,Beauty,1,12462.04,0.19,UPI,7,5,12462.04,2367.7876,10094.252400000001,6733.28,397.07,0,0.0,56.12,2907.78,41,Female,South,6
ORD_012158,CUST_00102,2025-03-22,Beauty,2,2702.44,0.3,UPI,5,1,5404.88,1621.464,3783.416,2548.65,235.86,1,536.5,87.32,375.09,41,Female,South,6
ORD_007085,CUST_00102,2026-01-14,Home,4,4293.53,0.03,Cash,5,5,17174.12,515.2235999999999,16658.896399999998,12135.66,36.29,0,0.0,49.63,4437.32,41,Female,South,6
ORD_000251,CUST_00103,2024-01-07,Sports,2,3438.98,0.11,Net Banking,8,2,6877.96,756.5756,6121.3844,3532.4,402.05,0,0.0,357.56,1829.37,28,Male,East,30
ORD_002563,CUST_00103,2024-01-09,Home,3,15643.86,0.29,Debit Card,7,4,46931.58,13610.1582,33321.421800000004,19087.3,98.65,0,0.0,397.85,13737.62,28,Male,East,30
ORD_000893,CUST_00103,2024-04-27,Beauty,5,23160.77,0.21,Net Banking,3,2,115803.85,24318.8085,91485.0415,66197.83,83.73,0,0.0,230.5,24972.98,28,Male,East,30
ORD_007011,CUST_00103,2024-09-20,Fashion,4,24808.49,0.03,UPI,5,1,99233.96,2977.0188000000003,96256.9412,68838.93,262.09,0,0.0,109.11,27046.81,28,Male,East,30
ORD_019122,CUST_00103,2024-10-17,Beauty,3,3777.85,0.06,Cash,8,2,11333.55,680.0129999999999,10653.537,6723.98,203.03,0,0.0,329.8,3396.73,28,Male,East,30
ORD_008381,CUST_00103,2025-01-18,Home,5,4662.78,0.28,Net Banking,1,2,23313.899999999998,6527.892,16786.007999999998,7986.18,226.37,0,0.0,292.47,8280.99,28,Male,East,30
ORD_001559,CUST_00103,2025-08-30,Grocery,5,842.28,0.28,UPI,3,1,4211.4,1179.192,3032.2079999999996,1399.0,444.18,0,0.0,170.52,1018.51,28,Male,East,30
ORD_004785,CUST_00103,2025-09-20,Beauty,1,2201.65,0.19,UPI,7,3,2201.65,418.31350000000003,1783.3365000000001,1279.75,86.27,0,0.0,381.03,36.29,28,Male,East,30
ORD_001153,CUST_00103,2025-12-02,Fashion,3,21477.5,0.14,Debit Card,3,4,64432.5,9020.550000000001,55411.95,31171.13,462.0,0,0.0,242.54,23536.28,28,Male,East,30
ORD_012876,CUST_00103,2026-06-18,Electronics,3,8951.19,0.18,Credit Card,8,1,26853.57,4833.6426,22019.9274,16026.07,251.41,0,0.0,88.09,5654.36,28,Male,East,30
ORD_013536,CUST_00104,2025-09-28,Home,5,21320.86,0.29,Credit Card,4,2,106604.3,30915.247,75689.053,50264.09,365.08,0,0.0,339.81,24720.07,34,Male,West,26
ORD_004565,CUST_00104,2026-04-10,Fashion,4,15113.86,0.17,Cash,7,2,60455.44,10277.4248,50178.0152,35663.7,342.24,0,0.0,134.68,14037.4,34,Male,West,26
ORD_002569,CUST_00104,2026-05-04,Fashion,4,6799.28,0.25,Net Banking,2,5,27197.12,6799.28,20397.84,14755.76,148.6,0,0.0,187.83,5305.65,34,Male,West,26
ORD_009945,CUST_00105,2024-02-29,Grocery,5,24441.17,0.06,Debit Card,5,4,122205.84999999999,7332.351,114873.499,57835.36,213.27,0,0.0,310.28,56514.59,25,Male,Central,37
ORD_010675,CUST_00105,2024-06-06,Sports,4,14987.67,0.11,UPI,6,1,59950.68,6594.5748,53356.1052,26861.94,247.18,0,0.0,41.81,26205.18,25,Male,Central,37
ORD_009701,CUST_00105,2026-03-09,Grocery,5,24098.12,0.33,UPI,2,5,120490.59999999999,39761.898,80728.70199999999,47788.25,384.17,0,0.0,158.41,32397.87,25,Male,Central,37
ORD_012250,CUST_00105,2026-03-21,Grocery,3,19716.51,0.26,Debit Card,9,4,59149.53,15378.8778,43770.6522,28003.41,194.07,0,0.0,42.06,15531.11,25,Male,Central,37
ORD_016030,CUST_00106,2024-02-12,Beauty,4,17888.65,0.11,Net Banking,5,3,71554.6,7871.006,63683.594000000005,41970.52,247.33,0,0.0,156.09,21309.65,52,Male,Central,13
ORD_009204,CUST_00106,2024-05-09,Grocery,5,21290.36,0.25,Cash,8,5,106451.8,26612.95,79838.85,53833.58,297.29,0,0.0,184.73,25523.25,52,Male,Central,13
ORD_009898,CUST_00106,2025-06-10,Grocery,4,24407.51,0.03,Cash,7,3,97630.04,2928.9012,94701.1388,47851.21,207.68,0,0.0,157.48,46484.77,52,Male,Central,13
ORD_004999,CUST_00106,2026-05-20,Grocery,4,10451.35,0.09,UPI,8,5,41805.4,3762.486,38042.914000000004,20084.53,455.58,1,3655.37,130.34,13717.09,52,Male,Central,13
ORD_005674,CUST_00107,2024-01-27,Beauty,5,15002.5,0.15,Credit Card,4,1,75012.5,11251.875,63760.625,46274.24,64.43,0,0.0,220.5,17201.46,52,Male,East,29
ORD_001746,CUST_00107,2024-02-24,Fashion,4,12895.34,0.3,Cash,4,5,51581.36,15474.408,36106.952000000005,23976.22,128.75,0,0.0,298.62,11703.36,52,Male,East,29
ORD_000456,CUST_00107,2024-07-15,Fashion,4,9783.26,0.05,Credit Card,7,2,39133.04,1956.652,37176.388,25204.81,342.96,0,0.0,330.29,11298.33,52,Male,East,29
ORD_001392,CUST_00107,2024-12-01,Grocery,2,748.16,0.14,Credit Card,7,1,1496.32,209.4848,1286.8352,775.41,42.4,0,0.0,289.41,179.62,52,Male,East,29
ORD_003667,CUST_00107,2025-01-01,Fashion,1,10453.03,0.0,Debit Card,3,5,10453.03,0.0,10453.03,5737.05,214.96,0,0.0,270.99,4230.03,52,Male,East,29
ORD_012921,CUST_00107,2025-05-31,Beauty,1,9126.94,0.17,Cash,3,5,9126.94,1551.5798000000002,7575.3602,4275.91,64.76,0,0.0,186.52,3048.17,52,Male,East,29
ORD_008876,CUST_00107,2025-08-15,Grocery,4,18222.16,0.11,UPI,6,3,72888.64,8017.7504,64870.8896,47573.59,56.62,1,9496.41,81.75,7662.52,52,Male,East,29
ORD_018657,CUST_00107,2025-08-23,Home,1,2256.32,0.15,Net Banking,2,2,2256.32,338.44800000000004,1917.872,1028.64,51.09,0,0.0,68.31,769.83,52,Male,East,29
ORD_000265,CUST_00108,2024-08-25,Beauty,1,9947.1,0.19,Credit Card,5,1,9947.1,1889.949,8057.151,5678.38,70.85,0,0.0,282.22,2025.7,50,Male,West,5
ORD_018855,CUST_00108,2025-01-22,Grocery,3,20628.22,0.09,Debit Card,3,5,61884.66,5569.6194000000005,56315.0406,30537.02,92.24,0,0.0,169.36,25516.42,50,Male,West,5
ORD_015300,CUST_00108,2025-02-10,Grocery,5,10173.8,0.09,Credit Card,9,2,50869.0,4578.21,46290.79,33371.93,370.78,0,0.0,235.72,12312.36,50,Male,West,5
ORD_006216,CUST_00108,2025-05-06,Home,3,13566.83,0.02,Credit Card,7,4,40700.49,814.0097999999999,39886.4802,24951.97,210.2,0,0.0,217.33,14506.98,50,Male,West,5
ORD_001436,CUST_00108,2025-07-29,Beauty,2,9209.2,0.33,Cash,1,2,18418.4,6078.072000000001,12340.328000000001,6383.09,342.72,0,0.0,136.18,5478.34,50,Male,West,5
ORD_017158,CUST_00108,2026-06-14,Sports,2,10428.97,0.02,Credit Card,7,5,20857.94,417.1588,20440.781199999998,9274.11,138.77,0,0.0,42.09,10985.81,50,Male,West,5
ORD_014718,CUST_00109,2024-07-04,Home,3,19683.43,0.16,Debit Card,8,3,59050.29,9448.046400000001,49602.2436,24738.32,407.24,0,0.0,208.03,24248.65,22,Female,Central,25
ORD_016725,CUST_00109,2025-08-04,Beauty,2,21166.82,0.27,Debit Card,2,2,42333.64,11430.0828,30903.5572,22489.4,264.93,0,0.0,385.59,7763.64,22,Female,Central,25
ORD_003785,CUST_00109,2025-11-18,Grocery,3,10770.59,0.26,UPI,7,4,32311.77,8401.0602,23910.7098,14424.86,119.18,0,0.0,20.16,9346.51,22,Female,Central,25
ORD_008418,CUST_00110,2024-04-24,Electronics,5,13557.48,0.09,Cash,2,2,67787.4,6100.865999999999,61686.53399999999,46184.84,38.99,0,0.0,355.51,15107.19,59,Male,Central,13
ORD_000652,CUST_00110,2024-06-01,Grocery,1,16729.37,0.14,Debit Card,9,3,16729.37,2342.1118,14387.258199999998,10186.56,155.15,0,0.0,264.28,3781.27,59,Male,Central,13
ORD_004219,CUST_00110,2025-05-05,Electronics,3,11353.99,0.21,Debit Card,5,5,34061.97,7153.0137,26908.9563,19140.34,52.31,0,0.0,394.03,7322.28,59,Male,Central,13
ORD_001432,CUST_00110,2025-05-14,Sports,4,8872.39,0.06,Debit Card,8,3,35489.56,2129.3736,33360.1864,21875.85,447.59,0,0.0,292.3,10744.45,59,Male,Central,13
ORD_019217,CUST_00110,2025-06-03,Beauty,2,1138.11,0.26,Debit Card,3,3,2276.22,591.8172,1684.4027999999998,1196.2,65.8,0,0.0,391.12,31.28,59,Male,Central,13
ORD_019880,CUST_00110,2025-06-30,Electronics,5,10426.34,0.13,Cash,3,3,52131.7,6777.121,45354.579,30795.74,355.02,0,0.0,133.66,14070.16,59,Male,Central,13
ORD_000515,CUST_00111,2024-04-02,Fashion,2,10891.42,0.03,Debit Card,6,1,21782.84,653.4852,21129.3548,15346.35,219.61,0,0.0,234.61,5328.78,56,Male,South,24
ORD_010548,CUST_00111,2024-04-07,Beauty,4,16954.41,0.04,Credit Card,9,4,67817.64,2712.7056000000002,65104.9344,43120.89,53.27,0,0.0,78.22,21852.55,56,Male,South,24
ORD_019227,CUST_00111,2024-05-11,Grocery,4,24103.66,0.02,Credit Card,5,1,96414.64,1928.2928,94486.3472,63660.49,374.29,0,0.0,106.53,30345.04,56,Male,South,24
ORD_001384,CUST_00111,2024-08-07,Beauty,2,3192.09,0.05,Cash,5,2,6384.18,319.20900000000006,6064.9710000000005,3522.02,126.71,0,0.0,149.33,2266.91,56,Male,South,24
ORD_009023,CUST_00111,2024-08-30,Home,1,22255.75,0.16,UPI,7,5,22255.75,3560.92,18694.83,9349.05,346.07,0,0.0,27.44,8972.27,56,Male,South,24
ORD_010183,CUST_00111,2025-05-14,Beauty,5,18245.05,0.03,Credit Card,2,4,91225.25,2736.7574999999997,88488.4925,55040.72,236.15,0,0.0,147.0,33064.62,56,Male,South,24
ORD_004853,CUST_00111,2026-02-28,Fashion,5,20298.43,0.24,Credit Card,7,2,101492.15,24358.115999999998,77134.034,51631.36,358.85,0,0.0,326.67,24817.15,56,Male,South,24
ORD_000583,CUST_00112,2024-12-22,Home,3,7522.6,0.11,Credit Card,7,2,22567.800000000003,2482.4580000000005,20085.342000000004,11843.89,353.85,0,0.0,271.45,7616.15,58,Female,South,31
ORD_015183,CUST_00112,2025-04-16,Grocery,5,1239.73,0.21,Credit Card,2,2,6198.65,1301.7164999999998,4896.9335,2826.34,31.2,0,0.0,315.31,1724.08,58,Female,South,31
ORD_003916,CUST_00112,2025-04-22,Electronics,3,6705.46,0.29,Net Banking,9,5,20116.38,5833.7501999999995,14282.629800000002,10201.09,203.06,0,0.0,376.16,3502.32,58,Female,South,31
ORD_005448,CUST_00112,2025-09-29,Fashion,3,12482.91,0.07,Debit Card,6,2,37448.729999999996,2621.4111,34827.3189,23326.19,148.87,0,0.0,394.58,10957.68,58,Female,South,31
ORD_012422,CUST_00113,2024-04-18,Home,2,19408.56,0.06,Debit Card,7,2,38817.12,2329.0272,36488.092800000006,20855.4,75.95,0,0.0,174.04,15382.7,45,Male,North,20
ORD_018700,CUST_00113,2025-02-15,Home,4,490.1,0.33,Debit Card,2,3,1960.4,646.932,1313.468,984.56,182.89,0,0.0,216.14,-70.12,45,Male,North,20
ORD_015998,CUST_00113,2025-03-23,Beauty,2,24685.77,0.32,UPI,2,3,49371.54,15798.892800000001,33572.6472,20234.16,125.95,0,0.0,256.21,12956.33,45,Male,North,20
ORD_000463,CUST_00114,2024-09-12,Grocery,3,21560.41,0.14,Cash,8,4,64681.229999999996,9055.3722,55625.8578,33755.53,293.89,0,0.0,286.8,21289.64,24,Male,East,55
ORD_018456,CUST_00114,2025-10-22,Electronics,3,8859.26,0.15,Cash,3,4,26577.78,3986.6669999999995,22591.112999999998,12933.8,241.1,0,0.0,27.0,9389.21,24,Male,East,55
ORD_009778,CUST_00114,2026-05-21,Fashion,3,24083.59,0.13,UPI,2,5,72250.77,9392.600100000001,62858.1699,38834.18,255.54,0,0.0,57.85,23710.6,24,Male,East,55
ORD_012016,CUST_00115,2024-10-24,Home,5,24024.21,0.3,UPI,8,5,120121.04999999999,36036.314999999995,84084.73499999999,52767.52,153.0,1,15607.17,179.88,15377.16,26,Female,West,8
ORD_004751,CUST_00115,2025-04-04,Fashion,5,3857.35,0.2,Debit Card,5,2,19286.75,3857.3500000000004,15429.4,10792.05,82.49,0,0.0,244.94,4309.92,26,Female,West,8
ORD_012554,CUST_00115,2025-08-17,Grocery,5,11206.63,0.27,UPI,8,4,56033.149999999994,15128.950499999999,40904.199499999995,19336.52,453.87,0,0.0,209.11,20904.7,26,Female,West,8
ORD_014234,CUST_00115,2025-12-28,Fashion,3,22966.1,0.09,Credit Card,1,2,68898.29999999999,6200.846999999999,62697.45299999999,46431.06,136.98,0,0.0,44.6,16084.81,26,Female,West,8
ORD_014095,CUST_00116,2024-08-04,Home,3,5490.11,0.07,Cash,5,5,16470.329999999998,1152.9231,15317.406899999998,8859.4,343.93,0,0.0,202.31,5911.77,25,Male,Central,60
ORD_001583,CUST_00116,2026-05-09,Fashion,3,2799.3,0.18,Net Banking,1,5,8397.900000000001,1511.6220000000003,6886.278000000001,4633.59,249.23,0,0.0,331.69,1671.77,25,Male,Central,60
ORD_013687,CUST_00117,2025-03-05,Sports,2,12108.62,0.11,Cash,9,5,24217.24,2663.8964,21553.3436,11919.33,320.06,0,0.0,38.5,9275.45,29,Male,Central,9
ORD_006675,CUST_00117,2025-04-25,Home,2,12595.44,0.31,UPI,9,2,25190.88,7809.1728,17381.7072,10979.43,368.26,0,0.0,325.17,5708.85,29,Male,Central,9
ORD_001961,CUST_00117,2026-02-21,Beauty,3,15790.38,0.24,Credit Card,4,2,47371.14,11369.0736,36002.066399999996,24312.22,487.44,0,0.0,365.01,10837.4,29,Male,Central,9
ORD_001640,CUST_00118,2024-09-11,Grocery,2,794.35,0.34,Debit Card,5,1,1588.7,540.158,1048.542,520.09,95.64,0,0.0,153.39,279.42,51,Female,North,21
ORD_011628,CUST_00118,2024-11-03,Electronics,4,3095.19,0.26,Cash,3,5,12380.76,3218.9976,9161.7624,4873.9,488.3,0,0.0,293.55,3506.01,51,Female,North,21
ORD_015059,CUST_00118,2024-11-23,Home,1,8834.65,0.07,Cash,6,1,8834.65,618.4255,8216.2245,5069.36,76.54,0,0.0,120.2,2950.12,51,Female,North,21
ORD_009304,CUST_00118,2024-12-27,Fashion,2,23896.28,0.1,Credit Card,8,4,47792.56,4779.256,43013.304,31001.54,152.43,0,0.0,35.16,11824.17,51,Female,North,21
ORD_016127,CUST_00118,2026-06-25,Fashion,4,16026.96,0.32,Net Banking,4,1,64107.84,20514.5088,43593.3312,21102.4,68.31,0,0.0,207.75,22214.87,51,Female,North,21
ORD_009105,CUST_00119,2024-04-10,Grocery,3,3202.82,0.15,Net Banking,5,1,9608.460000000001,1441.269,8167.191000000001,6049.97,174.89,1,984.88,342.71,614.74,50,Male,Central,51
ORD_008321,CUST_00119,2024-04-17,Beauty,2,2115.8,0.28,Credit Card,8,2,4231.6,1184.8480000000002,3046.7520000000004,2230.86,310.88,0,0.0,100.32,404.69,50,Male,Central,51
ORD_019995,CUST_00119,2024-06-11,Fashion,4,8093.84,0.19,Credit Card,2,1,32375.36,6151.3184,26224.0416,12701.04,455.61,0,0.0,277.43,12789.96,50,Male,Central,51
ORD_009393,CUST_00119,2024-07-30,Fashion,2,11438.81,0.31,Debit Card,3,1,22877.62,7092.062199999999,15785.557799999999,9217.57,95.64,1,2173.43,318.95,3979.97,50,Male,Central,51
ORD_009292,CUST_00119,2024-08-17,Sports,2,9270.0,0.33,Cash,1,4,18540.0,6118.200000000001,12421.8,9177.1,200.86,0,0.0,116.06,2927.78,50,Male,Central,51
ORD_015851,CUST_00119,2025-01-04,Beauty,2,5230.51,0.31,UPI,5,2,10461.02,3242.9162,7218.103800000001,3334.2,129.17,0,0.0,340.8,3413.93,50,Male,Central,51
ORD_015645,CUST_00119,2025-08-26,Fashion,4,15103.34,0.22,Net Banking,6,3,60413.36,13290.9392,47122.4208,33340.36,420.19,0,0.0,73.69,13288.18,50,Male,Central,51
ORD_018071,CUST_00119,2026-06-17,Grocery,3,1827.53,0.14,UPI,5,4,5482.59,767.5626000000001,4715.0274,2816.15,186.17,1,322.7,220.78,1169.23,50,Male,Central,51
ORD_011392,CUST_00120,2024-08-06,Fashion,4,7511.79,0.25,Credit Card,3,1,30047.16,7511.79,22535.37,15661.1,346.61,0,0.0,392.98,6134.68,40,Female,East,20
ORD_002781,CUST_00120,2024-10-10,Sports,3,3513.66,0.23,Credit Card,2,3,10540.98,2424.4254,8116.5545999999995,5491.39,81.47,0,0.0,387.4,2156.29,40,Female,East,20
ORD_013233,CUST_00120,2025-05-02,Sports,5,18978.01,0.13,Net Banking,2,3,94890.04999999999,12335.706499999998,82554.34349999999,45722.51,63.11,0,0.0,297.89,36470.83,40,Female,East,20
ORD_011778,CUST_00121,2024-01-30,Beauty,2,17682.46,0.1,Credit Card,3,3,35364.92,3536.492,31828.428,19655.94,200.79,0,0.0,169.29,11802.41,41,Female,North,15
ORD_011454,CUST_00121,2024-05-31,Electronics,3,5883.73,0.22,UPI,7,5,17651.19,3883.2617999999998,13767.928199999998,10004.22,326.68,0,0.0,296.07,3140.96,41,Female,North,15
ORD_019489,CUST_00121,2024-06-06,Electronics,1,23176.66,0.15,Debit Card,7,2,23176.66,3476.499,19700.161,12398.32,81.28,0,0.0,143.75,7076.81,41,Female,North,15
ORD_005544,CUST_00121,2024-08-20,Beauty,4,8345.31,0.21,Net Banking,8,4,33381.24,7010.060399999999,26371.1796,17435.92,115.95,0,0.0,73.25,8746.06,41,Female,North,15
ORD_015192,CUST_00121,2024-09-12,Electronics,2,19067.8,0.22,Credit Card,5,5,38135.6,8389.832,29745.767999999996,18713.69,335.26,0,0.0,130.9,10565.92,41,Female,North,15
ORD_018543,CUST_00121,2024-10-01,Sports,4,23041.99,0.23,Cash,9,3,92167.96,21198.630800000003,70969.32920000001,52171.94,234.26,0,0.0,143.33,18419.8,41,Female,North,15
ORD_010919,CUST_00121,2025-02-23,Beauty,1,24696.26,0.14,UPI,6,3,24696.26,3457.4764,21238.7836,10471.49,230.32,0,0.0,158.58,10378.39,41,Female,North,15
ORD_019080,CUST_00121,2025-11-12,Electronics,1,22229.04,0.0,Credit Card,2,2,22229.04,0.0,22229.04,14617.44,255.85,1,1993.38,134.08,5228.29,41,Female,North,15
ORD_016028,CUST_00122,2024-07-08,Fashion,4,7817.12,0.11,Cash,2,2,31268.48,3439.5328,27828.9472,17261.8,497.23,0,0.0,261.2,9808.72,54,Male,East,26
ORD_010959,CUST_00122,2024-09-29,Fashion,2,17626.55,0.23,Credit Card,8,5,35253.1,8108.213,27144.887,17611.63,30.8,0,0.0,270.73,9231.73,54,Male,East,26
ORD_005396,CUST_00122,2024-12-11,Beauty,3,23099.53,0.12,Net Banking,8,1,69298.59,8315.8308,60982.7592,40540.73,204.21,0,0.0,254.86,19982.96,54,Male,East,26
ORD_017551,CUST_00122,2025-01-14,Grocery,4,15053.11,0.28,Cash,1,1,60212.44,16859.483200000002,43352.9568,28715.93,125.69,0,0.0,247.26,14264.08,54,Male,East,26
ORD_011944,CUST_00122,2025-04-14,Beauty,4,24571.24,0.07,UPI,6,3,98284.96,6879.947200000001,91405.01280000001,53523.87,442.32,0,0.0,296.92,37141.9,54,Male,East,26
ORD_013932,CUST_00122,2025-04-18,Home,5,1010.36,0.16,Credit Card,9,5,5051.8,808.288,4243.512000000001,1961.37,378.79,1,692.47,261.21,949.67,54,Male,East,26
ORD_011612,CUST_00122,2026-04-19,Fashion,3,22704.08,0.29,UPI,8,5,68112.24,19752.5496,48359.69040000001,22235.86,159.73,0,0.0,49.41,25914.69,54,Male,East,26
ORD_007371,CUST_00122,2026-04-30,Grocery,1,6537.57,0.02,Cash,5,4,6537.57,130.7514,6406.8186,3388.0,168.28,0,0.0,132.32,2718.22,54,Male,East,26
ORD_000785,CUST_00123,2024-08-08,Electronics,2,5125.99,0.08,Debit Card,1,4,10251.98,820.1584,9431.8216,4939.14,441.46,1,533.08,305.16,3212.98,52,Female,North,54
ORD_011255,CUST_00123,2024-09-25,Fashion,4,4035.3,0.08,Credit Card,9,5,16141.2,1291.296,14849.904,8446.79,49.33,1,822.78,206.53,5324.47,52,Female,North,54
ORD_003314,CUST_00123,2025-11-06,Fashion,3,11180.09,0.22,Debit Card,8,4,33540.270000000004,7378.859400000001,26161.410600000003,15532.83,153.56,1,1687.83,191.57,8595.62,52,Female,North,54
ORD_016757,CUST_00124,2024-06-20,Grocery,5,16421.26,0.23,Net Banking,2,2,82106.29999999999,18884.448999999997,63221.850999999995,35195.41,225.09,0,0.0,87.53,27713.82,61,Female,Central,42
ORD_000047,CUST_00124,2024-07-21,Home,3,3042.83,0.3,Cash,9,3,9128.49,2738.547,6389.942999999999,3206.53,204.29,0,0.0,103.43,2875.69,61,Female,Central,42
ORD_005489,CUST_00125,2024-10-22,Sports,1,24715.11,0.33,UPI,9,5,24715.11,8155.9863000000005,16559.1237,9901.54,350.8,0,0.0,368.41,5938.37,57,Male,North,11
ORD_005233,CUST_00125,2024-11-09,Sports,3,20979.78,0.08,Credit Card,4,3,62939.34,5035.147199999999,57904.1928,40484.56,50.17,1,7463.39,383.18,9522.89,57,Male,North,11
ORD_009424,CUST_00125,2025-08-26,Electronics,2,8533.67,0.17,Debit Card,4,3,17067.34,2901.4478000000004,14165.8922,10369.16,286.84,0,0.0,387.38,3122.51,57,Male,North,11
ORD_004361,CUST_00125,2026-02-26,Electronics,5,2855.76,0.17,Credit Card,1,3,14278.800000000001,2427.396,11851.404,5899.33,211.72,0,0.0,343.8,5396.55,57,Male,North,11
ORD_001861,CUST_00125,2026-06-27,Fashion,1,11407.92,0.0,Net Banking,2,4,11407.92,0.0,11407.92,7412.15,261.54,0,0.0,20.46,3713.77,57,Male,North,11
ORD_018603,CUST_00126,2024-08-16,Fashion,3,11633.2,0.18,Credit Card,7,5,34899.600000000006,6281.928000000001,28617.672000000006,13558.28,469.09,0,0.0,278.62,14311.68,39,Female,South,37
ORD_019710,CUST_00126,2025-02-15,Fashion,1,380.72,0.21,Credit Card,4,5,380.72,79.9512,300.76880000000006,153.22,224.7,1,40.52,277.16,-394.83,39,Female,South,37
