customer_id,total_orders,total_revenue,total_profit,total_quantity,total_discount,total_shipping_cost,total_marketing_cost,total_return_cost,total_returns,avg_order_value,avg_profit_per_order,avg_satisfaction,avg_delivery_days,customer_age,customer_gender,region,customer_tenure_months,recency_days,profit_margin,return_rate,profitability_status,R_score,F_score,M_score,RFM_score,customer_segment,annual_purchase_frequency,expected_lifespan_years,predicted_clv,predicted_future_profit,future_value_segment,decision,business_decision
CUST_01496,5,98637.9768,32231.519999999997,11,26506.2432,1627.7,853.55,5786.14,1,19727.59536,6446.303999999999,2.6,6.0,43,Male,North,24,44,32.67658263647597,20.0,Profitable,5,4,3,12,Loyal Customer,2.5,2.0,32231.519999999997,9904.006447784057,Medium Future Value,Monitor,Retain & Upsell
CUST_01497,4,118931.98079999999,46319.04,8,13594.189199999999,1131.23,775.97,2599.09,1,29732.995199999998,11579.76,3.75,5.0,40,Male,Central,15,44,38.94582406551494,25.0,Profitable,5,3,3,11,Loyal Customer,3.2,1.25,46319.04000000001,6670.802200010509,Low Future Value,Monitor,Retain & Upsell
CUST_01498,7,345192.0543,109913.12,28,116316.9357,1451.9299999999998,1436.22,4742.1,2,49313.15061428572,15701.874285714284,2.2857142857142856,4.714285714285714,61,Male,Central,51,165,31.841150058592177,28.57142857142857,Profitable,3,5,5,13,VIP Customer,1.6470588235294117,4.25,109913.12,16645.12284355209,High Future Value,Monitor,Retention Campaign
CUST_01499,6,240984.2501,92187.3,21,53470.5499,1917.58,1006.52,0.0,0,40164.04168333334,15364.550000000001,2.3333333333333335,4.166666666666667,56,Female,Central,1,16,38.254491719581466,0.0,Profitable,5,4,5,14,VIP Customer,72.0,1.0,1106247.6,13161.330870305024,High Future Value,Monitor,Retain & Upsell
CUST_01500,5,128215.71250000001,44470.29,17,27235.1175,1592.77,1275.3,0.0,0,25643.1425,8894.058,3.4,5.4,32,Female,Central,22,211,34.683962778742895,0.0,Profitable,2,4,3,9,At Risk Customer,2.7272727272727275,1.8333333333333333,44470.29000000001,7196.817666466536,Low Future Value,Monitor,Retention Campaign
CUST_01501,7,264972.0722,106085.07,19,48032.3278,1849.6,1799.82,0.0,0,37853.153171428574,15155.01,3.5714285714285716,5.714285714285714,21,Male,North,34,156,40.0363212315928,0.0,Profitable,3,5,5,13,VIP Customer,2.4705882352941173,2.8333333333333335,106085.07,7322.32492920553,Low Future Value,Monitor,Retention Campaign
CUST_01502,6,143584.7088,43585.939999999995,16,31423.451200000003,1045.68,1439.6,525.76,1,23930.784799999998,7264.323333333333,4.166666666666667,2.8333333333333335,46,Male,West,50,397,30.35555830719489,16.666666666666664,Profitable,1,4,4,9,At Risk Customer,1.44,4.166666666666667,43585.939999999995,5958.0883875833415,Low Future Value,Monitor,Retention Campaign
CUST_01503,1,35485.32,12939.38,5,3085.6800000000003,105.79,362.62,0.0,0,35485.32,12939.38,4.0,4.0,39,Female,South,51,356,36.46403639589554,0.0,Profitable,1,1,1,3,At Risk Customer,0.23529411764705882,4.25,12939.38,7038.838630008194,Low Future Value,Monitor,Retention Campaign
CUST_01504,2,88979.02399999999,42522.04,6,42162.766,572.05,496.06,0.0,0,44489.511999999995,21261.02,3.5,2.5,42,Male,Central,40,153,47.788836164352624,0.0,Profitable,3,1,2,6,At Risk Customer,0.6,3.3333333333333335,42522.03999999999,15968.76062682004,High Future Value,Monitor,Retention Campaign
CUST_01505,3,146089.7138,39826.83,10,45618.6662,1059.3400000000001,697.03,5984.78,1,48696.571266666666,13275.61,2.3333333333333335,2.3333333333333335,30,Female,South,3,110,27.26189884561195,33.33333333333333,Profitable,4,2,4,10,Low Value Customer,12.0,1.0,159307.32,9127.4332116264,Medium Future Value,Monitor,Monitor
CUST_01506,4,92155.38209999999,40191.92,12,22688.727899999998,906.74,856.61,0.0,0,23038.845524999997,10047.98,2.75,8.5,35,Male,South,55,37,43.613209651050866,0.0,Profitable,5,3,2,10,Potential Customer,0.8727272727272728,4.583333333333333,40191.92,7803.946279068998,Low Future Value,Monitor,Retain & Upsell
CUST_01507,4,73262.0716,24543.95,10,11524.2484,989.33,970.3199999999999,0.0,0,18315.5179,6135.9875,3.5,6.75,50,Female,Central,26,59,33.50157791606865,0.0,Profitable,4,3,2,9,Potential Customer,1.8461538461538463,2.1666666666666665,24543.95,9236.141755854342,Medium Future Value,Monitor,Retain & Upsell
CUST_01508,4,88446.39150000001,37407.89,9,21740.4285,519.7,482.71000000000004,0.0,0,22111.597875000003,9351.9725,2.5,3.75,33,Female,West,14,381,42.294421926755476,0.0,Profitable,1,3,2,6,At Risk Customer,3.4285714285714284,1.1666666666666667,37407.89,8040.129006835221,Low Future Value,Monitor,Retention Campaign
CUST_01509,6,161935.13539999997,56699.14,19,19726.2846,1808.51,1013.3,0.0,0,26989.189233333327,9449.856666666667,2.8333333333333335,4.5,62,Female,South,58,56,35.01348849336869,0.0,Profitable,4,4,4,12,Loyal Customer,1.2413793103448276,4.833333333333333,56699.139999999985,12105.134929837568,High Future Value,Monitor,Retain & Upsell
CUST_01510,2,92483.451,42315.969999999994,7,8471.249,479.47,563.58,0.0,0,46241.7255,21157.984999999997,2.0,5.0,59,Female,East,41,244,45.75518056738604,0.0,Profitable,2,1,2,5,At Risk Customer,0.5853658536585367,3.4166666666666665,42315.969999999994,9254.04376073545,Medium Future Value,Monitor,Retention Campaign
CUST_01511,5,127747.58970000001,47940.51,12,38160.3303,1369.13,719.42,0.0,0,25549.51794,9588.102,2.6,4.4,61,Male,South,8,69,37.52752604771846,0.0,Profitable,4,4,3,11,Loyal Customer,7.5,1.0,71910.76500000001,7245.3410107032305,Low Future Value,Monitor,Growth Opportunity
CUST_01512,2,21564.4263,5630.61,5,9951.8037,314.64,376.48,0.0,0,10782.21315,2815.305,2.5,4.0,19,Male,Central,49,270,26.110641301874093,0.0,Profitable,2,1,1,4,At Risk Customer,0.489795918367347,4.083333333333333,5630.609999999999,6538.934417525859,Low Future Value,Monitor,Retention Campaign
CUST_01513,7,275238.7548,102279.54000000001,21,24890.925199999998,2039.7,1489.14,5128.5,1,39319.822114285715,14611.362857142858,3.7142857142857144,4.428571428571429,52,Female,North,55,176,37.160297456773705,14.285714285714285,Profitable,3,5,5,13,VIP Customer,1.5272727272727273,4.583333333333333,102279.54000000001,9594.493663104617,Medium Future Value,Monitor,Retention Campaign
CUST_01514,2,62391.2286,18346.9,5,6778.3014,564.1,511.49,0.0,0,31195.6143,9173.45,4.0,2.0,59,Male,South,55,107,29.406216886070425,0.0,Profitable,4,1,2,7,Low Value Customer,0.4363636363636364,4.583333333333333,18346.9,6897.583473714114,Low Future Value,Monitor,Monitor
CUST_01515,5,209632.2952,82143.76,19,38727.1548,1287.41,953.7,0.0,0,41926.45904,16428.752,3.8,5.0,51,Female,West,56,284,39.18468760819063,0.0,Profitable,2,4,5,11,Loyal Customer,1.0714285714285714,4.666666666666667,82143.76,9180.55974875481,Medium Future Value,Monitor,Retention Campaign
CUST_01516,8,129638.7173,46950.32,22,36925.4727,2381.88,1364.1,0.0,0,16204.8396625,5868.79,3.25,4.625,47,Female,East,16,238,36.21627934758963,0.0,Profitable,2,5,3,10,At Risk Customer,6.0,1.3333333333333333,46950.31999999999,7807.519716162969,Low Future Value,Monitor,Retention Campaign
CUST_01517,4,111538.12340000001,51769.05,12,15191.316600000002,1336.76,668.95,0.0,0,27884.530850000003,12942.2625,4.25,5.5,30,Female,East,42,96,46.413771741832974,0.0,Profitable,4,3,3,10,Low Value Customer,1.1428571428571428,3.5,51769.05,9606.647003616072,Medium Future Value,Monitor,Monitor
CUST_01518,3,116965.8296,42973.799999999996,8,5770.510399999999,755.8299999999999,677.49,3260.22,1,38988.609866666666,14324.599999999999,3.3333333333333335,3.6666666666666665,30,Female,North,21,81,36.74047381783371,33.33333333333333,Profitable,4,2,3,9,Low Value Customer,1.7142857142857142,1.75,42973.79999999999,12529.676625813223,High Future Value,Monitor,Monitor
CUST_01519,3,30125.7985,11378.51,4,10196.431500000002,778.88,598.3000000000001,0.0,0,10041.932833333334,3792.8366666666666,3.6666666666666665,5.0,35,Female,North,10,478,37.7699864121444,0.0,Profitable,1,2,1,4,At Risk Customer,3.5999999999999996,1.0,13654.212000000001,6170.371581400333,Low Future Value,Monitor,Retention Campaign
CUST_01520,2,22877.109,5881.469999999999,3,5272.311,531.83,506.66,1458.11,1,11438.5545,2940.7349999999997,3.5,7.0,49,Female,South,57,51,25.708973979185917,50.0,Profitable,4,1,1,6,Low Value Customer,0.42105263157894735,4.75,5881.469999999999,7130.183055071009,Low Future Value,Monitor,Retain & Upsell
CUST_01521,1,36657.9675,17742.12,3,12219.3225,483.48,261.07,0.0,0,36657.9675,17742.12,4.0,6.0,49,Male,Central,25,907,48.39908268236639,0.0,Profitable,1,1,1,3,At Risk Customer,0.48,2.0833333333333335,17742.12,7886.070737417343,Low Future Value,Monitor,Retention Campaign
CUST_01522,7,226002.39049999998,89813.59,20,56516.6295,1592.66,1230.1,0.0,0,32286.05578571428,12830.512857142856,2.857142857142857,5.428571428571429,52,Male,West,56,98,39.74010620033685,0.0,Profitable,4,5,5,14,VIP Customer,1.5,4.666666666666667,89813.58999999998,9452.997615075934,Medium Future Value,Monitor,Growth Opportunity
CUST_01523,5,115161.2288,34829.24,14,35803.3612,1564.95,1041.95,0.0,0,23032.245759999998,6965.848,3.0,5.2,56,Male,East,38,128,30.243894028334644,0.0,Profitable,3,4,3,10,At Risk Customer,1.5789473684210527,3.1666666666666665,34829.24,7901.225925207505,Low Future Value,Monitor,Retention Campaign
CUST_01524,4,96698.6654,41155.659999999996,12,17970.674600000002,668.3199999999999,742.63,0.0,0,24174.66635,10288.914999999999,1.5,3.25,63,Female,North,22,41,42.560732177385354,0.0,Profitable,5,3,3,11,Loyal Customer,2.181818181818182,1.8333333333333333,41155.659999999996,9147.51222259114,Medium Future Value,Monitor,Retain & Upsell
CUST_01525,2,60316.1535,25952.399999999998,6,13344.376499999998,510.55,591.3199999999999,0.0,0,30158.07675,12976.199999999999,3.0,7.0,46,Male,West,49,633,43.02727958274063,0.0,Profitable,1,1,2,4,At Risk Customer,0.489795918367347,4.083333333333333,25952.4,7633.499139463513,Low Future Value,Monitor,Retention Campaign
CUST_01526,8,172097.8487,65606.64,23,32657.031300000002,2319.88,1750.77,0.0,0,21512.2310875,8200.83,2.0,6.25,46,Female,Central,48,73,38.121708374382486,0.0,Profitable,4,5,4,13,VIP Customer,2.0,4.0,65606.64,10444.087183678666,Medium Future Value,Monitor,Growth Opportunity
CUST_01527,6,236505.1537,77821.41,16,37953.9663,2020.53,1758.12,17506.98,2,39417.525616666666,12970.235,3.3333333333333335,3.6666666666666665,61,Male,East,47,107,32.90474172867887,33.33333333333333,Profitable,4,4,5,13,VIP Customer,1.5319148936170213,3.9166666666666665,77821.41,6607.430652076074,Low Future Value,Monitor,Growth Opportunity
CUST_01528,3,89177.78030000001,28752.35,9,31900.5297,666.77,665.57,0.0,0,29725.92676666667,9584.116666666667,1.6666666666666667,6.0,33,Female,East,54,464,32.24160761041055,0.0,Profitable,1,2,2,5,At Risk Customer,0.6666666666666666,4.5,28752.350000000006,7660.311217153828,Low Future Value,Monitor,Retention Campaign
CUST_01529,2,67128.0229,25905.65,9,2811.2071,476.15,510.48,0.0,0,33564.01145,12952.825,2.0,4.5,61,Male,Central,46,88,38.59140919224064,0.0,Profitable,4,1,2,7,Low Value Customer,0.5217391304347826,3.8333333333333335,25905.649999999998,10483.581240763502,Medium Future Value,Monitor,Monitor
CUST_01530,4,179321.37050000002,80544.11,12,45027.9795,1221.96,1096.3,0.0,0,44830.342625000005,20136.0275,3.25,4.5,64,Female,East,4,206,44.91606871808957,0.0,Profitable,2,3,4,9,At Risk Customer,12.0,1.0,241632.33000000005,7532.150074295123,Low Future Value,Monitor,Retention Campaign
CUST_01531,2,20209.206,4637.71,5,7400.514000000001,447.93999999999994,70.3,2551.8199999999997,2,10104.603,2318.855,3.0,3.5,27,Female,Central,4,188,22.948501786759955,100.0,Profitable,3,1,1,5,At Risk Customer,6.0,1.0,13913.13,5553.684018957512,Low Future Value,Monitor,Retention Campaign
CUST_01532,4,123093.41080000001,46887.36,9,29070.409200000002,904.58,512.52,1823.69,1,30773.352700000003,11721.84,3.0,5.5,47,Male,East,30,173,38.09087724133484,25.0,Profitable,3,3,3,9,At Risk Customer,1.6,2.5,46887.36,9547.04548525776,Medium Future Value,Monitor,Retention Campaign
CUST_01533,3,126081.4132,62111.61,10,26869.6668,995.12,436.82,0.0,0,42027.13773333333,20703.87,4.0,2.6666666666666665,42,Male,South,2,82,49.26309788539077,0.0,Profitable,4,2,3,9,Low Value Customer,18.0,1.0,372669.66,11724.218093737503,High Future Value,Monitor,Monitor
CUST_01534,3,80458.61599999998,36324.46,8,27925.254,486.99,404.82,147.38,1,26819.53866666666,12108.153333333334,3.0,5.333333333333333,56,Female,Central,29,605,45.146762156584956,33.33333333333333,Profitable,1,2,2,5,At Risk Customer,1.2413793103448276,2.4166666666666665,36324.46,8345.190009473421,Low Future Value,Monitor,Retention Campaign
CUST_01535,6,333384.60010000004,120956.51,22,51947.7499,2141.02,1569.5,0.0,0,55564.10001666667,20159.41833333333,3.5,6.166666666666667,37,Female,West,43,126,36.28137291396141,0.0,Profitable,3,4,5,12,Loyal Customer,1.6744186046511627,3.5833333333333335,120956.50999999998,9836.44199001789,Medium Future Value,Monitor,Retention Campaign
CUST_01536,9,303397.207,80200.58,25,52085.212999999996,2194.43,2096.27,22977.57,5,33710.800777777775,8911.175555555556,3.5555555555555554,6.111111111111111,22,Male,South,36,3,26.434185335133954,55.55555555555556,Profitable,5,5,5,15,VIP Customer,3.0,3.0,80200.58,11433.932175030852,High Future Value,Monitor,Retain & Upsell
CUST_01538,5,70365.701,21520.73,12,27154.788999999997,1086.87,1398.83,737.45,2,14073.1402,4304.146,3.4,5.6,47,Female,East,60,44,30.584119385096443,40.0,Profitable,5,4,2,11,Loyal Customer,1.0,5.0,21520.73,10288.896685165595,Medium Future Value,Monitor,Retain & Upsell
CUST_01539,5,160286.0539,63006.18,20,16487.1161,816.0799999999999,1015.03,8999.42,2,32057.21078,12601.236,3.2,4.4,20,Female,West,21,44,39.3085851619434,40.0,Profitable,5,4,4,13,VIP Customer,2.857142857142857,1.75,63006.18,9368.877103013945,Medium Future Value,Monitor,Retain & Upsell
CUST_01540,2,70919.4717,28919.649999999998,8,21183.738299999997,436.2,191.21,0.0,0,35459.73585,14459.824999999999,2.5,7.5,62,Male,South,48,340,40.77815204593522,0.0,Profitable,2,1,2,5,At Risk Customer,0.5,4.0,28919.649999999998,6188.6082309250805,Low Future Value,Monitor,Retention Campaign
CUST_01541,7,359074.2666,155483.75,25,44827.413400000005,1836.6999999999998,1471.71,7735.77,1,51296.3238,22211.964285714286,3.7142857142857144,5.714285714285714,31,Male,Central,21,85,43.30127900064895,14.285714285714285,Profitable,4,5,5,14,VIP Customer,4.0,1.75,155483.75,11273.381457292966,High Future Value,Monitor,Growth Opportunity
CUST_01542,4,85181.4296,33632.46,8,14764.1904,1070.66,453.46000000000004,0.0,0,21295.3574,8408.115,3.25,6.25,47,Female,North,4,33,39.483324191591166,0.0,Profitable,5,3,2,10,Potential Customer,12.0,1.0,100897.38,10236.22407654753,Medium Future Value,Monitor,Retain & Upsell
CUST_01543,7,136785.5174,53150.83,12,26993.3026,1749.7,1169.7,0.0,0,19540.788200000003,7592.975714285714,3.0,5.0,21,Female,West,1,230,38.85705958516921,0.0,Profitable,2,5,4,11,Loyal Customer,84.0,1.0,637809.9600000001,6895.33245338758,Low Future Value,Monitor,Retention Campaign
CUST_01544,4,168432.4294,41502.4,10,17147.2006,701.55,650.6,8204.529999999999,2,42108.10735,10375.6,3.0,6.25,35,Female,North,26,157,24.64038555273608,50.0,Profitable,3,3,4,10,At Risk Customer,1.8461538461538463,2.1666666666666665,41502.399999999994,12218.999261633518,High Future Value,Monitor,Retention Campaign
CUST_01545,1,28638.598,5842.43,4,3539.6020000000003,395.5,62.89,3245.25,1,28638.598,5842.43,3.0,6.0,54,Male,West,56,543,20.400544747337143,100.0,Profitable,1,1,1,3,At Risk Customer,0.21428571428571427,4.666666666666667,5842.429999999999,5399.842993420552,Low Future Value,Monitor,Retention Campaign
CUST_01546,6,421080.87580000004,187039.1,26,65679.61420000001,1779.92,1079.52,1485.24,1,70180.14596666668,31173.183333333334,2.6666666666666665,5.333333333333333,42,Male,West,51,68,44.41880663534043,16.666666666666664,Profitable,4,4,5,13,VIP Customer,1.411764705882353,4.25,187039.10000000003,9784.70578731967,Medium Future Value,Monitor,Growth Opportunity
CUST_01547,3,125948.3512,56643.41,10,11989.4688,1136.37,722.67,0.0,0,41982.78373333334,18881.13666666667,3.3333333333333335,6.333333333333333,18,Male,Central,2,29,44.97352244814461,0.0,Profitable,5,2,3,10,Potential Customer,18.0,1.0,339860.4600000001,21492.978149191356,High Future Value,Monitor,Retain & Upsell
CUST_01548,8,196966.8603,65947.51000000001,27,33435.849700000006,2234.42,1192.07,40.86,1,24620.8575375,8243.438750000001,2.375,5.125,63,Male,East,9,44,33.481525724457114,12.5,Profitable,5,5,5,15,VIP Customer,10.666666666666666,1.0,87930.01333333334,7087.737720582829,Low Future Value,Monitor,Retain & Upsell
CUST_01549,4,240905.6517,84781.93,14,69918.2683,959.42,770.9399999999999,0.0,0,60226.412925,21195.4825,2.75,4.5,32,Male,South,55,293,35.19300165924667,0.0,Profitable,2,3,5,10,At Risk Customer,0.8727272727272728,4.583333333333333,84781.93000000001,7157.381361035747,Low Future Value,Monitor,Retention Campaign
CUST_01550,4,195243.93720000001,74210.11,12,41007.042799999996,1399.49,816.83,0.0,0,48810.984300000004,18552.5275,4.0,4.75,26,Male,South,57,365,38.00891902931775,0.0,Profitable,1,3,5,9,At Risk Customer,0.8421052631578947,4.75,74210.11,9777.24726964982,Medium Future Value,Monitor,Retention Campaign
CUST_01551,2,16718.5602,5827.7,3,7442.9498,495.40999999999997,141.24,0.0,0,8359.2801,2913.85,2.5,3.5,32,Other,South,45,98,34.8576667505136,0.0,Profitable,4,1,1,6,Low Value Customer,0.5333333333333333,3.75,5827.7,,,Monitor,Monitor
CUST_01552,2,96673.2561,33780.92,6,24603.873900000002,514.18,543.52,0.0,0,48336.62805,16890.46,2.5,4.0,41,Male,East,18,476,34.94339733944267,0.0,Profitable,1,1,3,5,At Risk Customer,1.3333333333333333,1.5,33780.92,8466.792670770677,Medium Future Value,Monitor,Retention Campaign
CUST_01553,6,207756.9953,70911.85,16,40068.6147,1519.56,1606.2,0.0,0,34626.165883333335,11818.641666666668,3.6666666666666665,5.0,21,Female,North,48,158,34.13211184422631,0.0,Profitable,3,4,5,12,Loyal Customer,1.5,4.0,70911.85,8327.890267602508,Low Future Value,Monitor,Retention Campaign
CUST_01554,4,127458.465,37447.740000000005,10,37216.185,1280.36,784.6899999999999,0.0,0,31864.61625,9361.935000000001,2.75,4.0,29,Female,South,48,373,29.38034755086687,0.0,Profitable,1,3,3,7,At Risk Customer,1.0,4.0,37447.740000000005,7567.781856479623,Low Future Value,Monitor,Retention Campaign
CUST_01555,5,169224.1007,54980.14,11,16286.6093,1862.1100000000001,1339.03,1145.13,1,33844.82014,10996.028,2.8,6.2,54,Female,North,57,246,32.48954479449037,20.0,Profitable,2,4,4,10,At Risk Customer,1.0526315789473684,4.75,54980.14,6608.53105855969,Low Future Value,Monitor,Retention Campaign
CUST_01556,4,165306.1885,65742.13,12,16718.1515,994.0899999999999,916.05,0.0,0,41326.547125,16435.5325,2.5,4.0,54,Male,East,42,142,39.769914603045855,0.0,Profitable,3,3,4,10,At Risk Customer,1.1428571428571428,3.5,65742.13,9086.009245289555,Medium Future Value,Monitor,Retention Campaign
CUST_01557,2,62475.9705,27228.579999999998,6,10405.1695,469.57000000000005,583.21,0.0,0,31237.98525,13614.289999999999,1.5,2.5,60,Female,East,41,150,43.58248424488259,0.0,Profitable,3,1,2,6,At Risk Customer,0.5853658536585367,3.4166666666666665,27228.579999999998,6537.243069534488,Low Future Value,Monitor,Retention Campaign
CUST_01558,4,110469.4331,43902.71,9,20805.736899999996,1256.32,725.4,1571.47,1,27617.358275,10975.6775,4.0,5.5,23,Female,Central,11,118,39.74195283527711,25.0,Profitable,3,3,3,9,Low Value Customer,4.363636363636364,1.0,47893.86545454546,7262.450074769805,Low Future Value,Monitor,Monitor
CUST_01559,3,133528.8125,41783.08,11,29209.2275,1009.5600000000001,877.49,5626.29,1,44509.604166666664,13927.693333333335,2.6666666666666665,8.333333333333334,56,Female,South,25,69,31.29143382444145,33.33333333333333,Profitable,4,2,3,9,Low Value Customer,1.44,2.0833333333333335,41783.08,11464.477841437987,High Future Value,Monitor,Monitor
CUST_01560,4,210524.218,95958.54999999999,16,43893.712,663.47,664.38,808.77,1,52631.0545,23989.637499999997,3.25,3.0,63,Female,Central,26,282,45.58076543953722,25.0,Profitable,2,3,5,10,At Risk Customer,1.8461538461538463,2.1666666666666665,95958.54999999997,6731.181690600842,Low Future Value,Monitor,Retention Campaign
CUST_01561,3,72477.35800000001,33358.22,8,20798.622,920.3700000000001,609.51,0.0,0,24159.119333333336,11119.406666666668,2.6666666666666665,4.666666666666667,41,Other,South,58,6,46.02571191957631,0.0,Profitable,5,2,2,9,Potential Customer,0.6206896551724138,4.833333333333333,33358.22,11679.745019828255,High Future Value,Monitor,Retain & Upsell
CUST_01562,5,118650.445,39076.729999999996,14,21052.425000000003,1073.02,1453.05,2637.11,1,23730.089,7815.346,4.8,3.8,28,Female,East,36,11,32.934330756197326,20.0,Profitable,5,4,3,12,Loyal Customer,1.6666666666666667,3.0,39076.729999999996,9249.797152825555,Medium Future Value,Monitor,Retain & Upsell
CUST_01563,2,110944.33,33858.98,6,8619.25,242.82999999999998,239.61999999999998,2774.47,1,55472.165,16929.49,1.0,7.0,30,Male,East,42,54,30.518891772116703,50.0,Profitable,4,1,3,8,Potential Customer,0.5714285714285714,3.5,33858.979999999996,7512.057924176881,Low Future Value,Monitor,Retain & Upsell
CUST_01564,5,100037.4004,31835.9,10,22350.9496,1846.08,1175.94,4056.43,1,20007.48008,6367.18,4.0,6.4,51,Female,West,35,77,31.82399769756512,20.0,Profitable,4,4,3,11,Loyal Customer,1.7142857142857144,2.9166666666666665,31835.900000000005,9001.123512210825,Medium Future Value,Monitor,Growth Opportunity
CUST_01565,6,172884.3695,58003.64,22,26938.510500000004,1185.18,1604.75,5935.68,1,28814.061583333332,9667.273333333333,2.1666666666666665,4.166666666666667,42,Male,West,38,36,33.55054026442801,16.666666666666664,Profitable,5,4,4,13,VIP Customer,1.8947368421052633,3.1666666666666665,58003.63999999999,11054.89670724899,High Future Value,Monitor,Retain & Upsell
CUST_01566,5,140681.14919999999,47504.75,10,15441.0208,1499.29,1203.18,0.0,0,28136.229839999996,9500.95,4.4,3.8,24,Female,East,3,94,33.767672691146885,0.0,Profitable,4,4,4,12,Loyal Customer,20.0,1.0,190018.99999999997,6955.838834009404,Low Future Value,Monitor,Growth Opportunity
CUST_01567,1,3560.85,868.05,3,781.65,96.51,313.48,0.0,0,3560.85,868.05,1.0,5.0,21,Male,East,59,94,24.377606470365222,0.0,Profitable,4,1,1,6,Low Value Customer,0.20338983050847456,4.916666666666667,868.0500000000001,,,Monitor,Monitor
CUST_01568,4,90815.4886,29923.09,9,14023.371399999998,1225.22,519.73,0.0,0,22703.87215,7480.7725,4.0,4.0,25,Male,North,41,75,32.949324461378275,0.0,Profitable,4,3,2,9,Low Value Customer,1.1707317073170733,3.4166666666666665,29923.090000000004,7381.185548238806,Low Future Value,Monitor,Monitor
CUST_01569,4,152740.9609,75206.71,12,18932.3591,959.12,288.46000000000004,0.0,0,38185.240225,18801.6775,4.25,6.0,37,Female,North,35,142,49.23807573086965,0.0,Profitable,3,3,4,10,At Risk Customer,1.3714285714285714,2.9166666666666665,75206.71,18229.665000099063,High Future Value,Monitor,Retention Campaign
CUST_01570,4,215621.6424,83994.69,12,44024.1976,887.7099999999999,1013.37,0.0,0,53905.4106,20998.6725,3.75,6.75,46,Female,Central,50,37,38.954665712165074,0.0,Profitable,5,3,5,13,VIP Customer,0.96,4.166666666666667,83994.69,21029.00680823023,High Future Value,Monitor,Retain & Upsell
CUST_01571,3,72657.9024,32458.59,5,18745.777599999998,1267.96,671.63,0.0,0,24219.3008,10819.53,2.0,4.666666666666667,62,Male,West,40,144,44.67317239810655,0.0,Profitable,3,2,2,7,At Risk Customer,0.8999999999999999,3.3333333333333335,32458.59,6101.78719485086,Low Future Value,Monitor,Retention Campaign
CUST_01572,1,14831.6,7349.98,4,0.0,32.05,236.31,0.0,0,14831.6,7349.98,5.0,4.0,63,Male,West,22,338,49.55621780522668,0.0,Profitable,2,1,1,4,At Risk Customer,0.5454545454545455,1.8333333333333333,7349.9800000000005,13465.378660827268,High Future Value,Monitor,Retention Campaign
CUST_01573,4,94877.99549999999,37921.79,8,24284.9245,513.8399999999999,835.95,0.0,0,23719.498874999997,9480.4475,3.75,4.75,27,Female,East,8,50,39.96900419339066,0.0,Profitable,5,3,2,10,Potential Customer,6.0,1.0,56882.685000000005,11361.410875500344,High Future Value,Monitor,Retain & Upsell
CUST_01574,8,221681.4572,72822.75,22,65124.3428,2120.38,1787.35,0.0,0,27710.18215,9102.84375,3.125,3.75,60,Male,East,15,36,32.850176518958754,0.0,Profitable,5,5,5,15,VIP Customer,6.4,1.25,72822.75000000001,9606.788578841108,Medium Future Value,Monitor,Retain & Upsell
CUST_01575,5,59887.326199999996,19845.07,11,18429.7538,1513.27,830.6600000000001,717.57,1,11977.46524,3969.014,3.0,6.2,51,Female,Central,45,242,33.1373451767162,20.0,Profitable,2,4,2,8,At Risk Customer,1.3333333333333333,3.75,19845.07,8758.003852923,Medium Future Value,Monitor,Retention Campaign
CUST_01576,2,147411.3835,67924.11,10,39718.9665,480.82000000000005,271.64,0.0,0,73705.69175,33962.055,2.0,4.0,43,Male,West,7,97,46.077927217880024,0.0,Profitable,4,1,4,9,Low Value Customer,3.4285714285714284,1.0,116441.33142857143,18371.84102659825,High Future Value,Monitor,Monitor
CUST_01577,4,167525.1152,56490.659999999996,11,49461.0348,823.6700000000001,778.8299999999999,0.0,0,41881.2788,14122.664999999999,2.0,5.75,58,Female,North,19,171,33.720711030437776,0.0,Profitable,3,3,4,10,At Risk Customer,2.5263157894736845,1.5833333333333333,56490.66,12469.970123993222,High Future Value,Monitor,Retention Campaign
CUST_01578,1,23431.831,5706.07,2,2896.069,176.29,332.96,4218.21,1,23431.831,5706.07,3.0,7.0,20,Female,South,40,20,24.351788812406507,100.0,Profitable,5,1,1,7,Low Value Customer,0.3,3.3333333333333335,5706.07,,,Monitor,Monitor
CUST_01579,4,231953.96169999999,88253.51,15,67969.46830000001,1086.6100000000001,1376.17,3103.41,1,57988.490424999996,22063.3775,4.0,5.75,23,Male,Central,42,152,38.04785628716425,25.0,Profitable,3,3,5,11,Loyal Customer,1.1428571428571428,3.5,88253.51,15652.774036925957,High Future Value,Monitor,Retention Campaign
CUST_01580,6,108501.4356,33680.21,21,30477.264400000004,1407.8799999999999,971.3199999999999,0.0,0,18083.5726,5613.368333333333,2.3333333333333335,5.166666666666667,22,Male,South,17,182,31.041257485444735,0.0,Profitable,3,4,3,10,At Risk Customer,4.235294117647059,1.4166666666666667,33680.21,9696.539873737964,Medium Future Value,Monitor,Retention Campaign
CUST_01581,2,89911.7476,37414.72,6,15120.8424,630.23,298.82,0.0,0,44955.8738,18707.36,4.0,6.0,22,Male,North,1,78,41.61271580044341,0.0,Profitable,4,1,2,7,Low Value Customer,24.0,1.0,448976.64,6760.649579775599,Low Future Value,Monitor,Monitor
