Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Sub_Category,Brand,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Method,Sales_Channel,Sales_Person,Customer_Type
O010645,2025-02-02,C01496,Customer_00746,Male,43,Uttar Pradesh City,Uttar Pradesh,North,P0351,Mobile,Electronics,Mobile,Sony,4,4067.53,5,15456.61,9110.91,6345.7,Net Banking,Offline,Sales_02,Returning
O010646,2025-09-08,C00677,Customer_00314,Male,43,Maharashtra City,Maharashtra,West,P0258,Rice,Grocery,Rice,Philips,1,4349.17,30,3044.42,2127.19,917.23,Debit Card,Offline,Sales_15,Returning
O010647,2025-09-18,C01168,Customer_00355,Male,27,Punjab City,Punjab,North,P0248,Shirt,Clothing,Shirt,Philips,1,2682.72,20,2146.18,1685.06,461.12,Debit Card,Online,Sales_06,New
O010648,2026-12-30,C01506,Customer_00049,Male,24,Punjab City,Punjab,North,P0151,Yoga Mat,Sports,Yoga Mat,Adidas,3,3514.81,5,10017.21,7049.97,2967.24,UPI,Offline,Sales_04,New
O010649,2026-01-17,C00685,Customer_01095,Male,36,Telangana City,Telangana,South,P0054,Laptop,Electronics,Laptop,Ikea,2,4338.31,5,8242.79,6976.39,1266.4,Debit Card,Online,Sales_18,New
O010650,2026-10-09,C01157,Customer_00408,Male,18,Andhra Pradesh City,Andhra Pradesh,South,P0386,Rice,Grocery,Rice,Sony,4,314.25,10,1131.3,965.87,165.43,Cash,Online,Sales_11,New
O010651,2025-09-01,C01846,Customer_00002,Male,42,Karnataka City,Karnataka,South,P0060,Laptop,Electronics,Laptop,Nike,4,1602.17,10,5767.81,3625.49,2142.32,Debit Card,Online,Sales_04,Returning
O010652,2025-04-02,C00539,Customer_01017,Female,31,Tamil Nadu City,Tamil Nadu,South,P0186,Jeans,Clothing,Jeans,Nike,1,3802.29,30,2661.6,2152.96,508.64,Credit Card,Online,Sales_09,New
O010653,2025-01-12,C00287,Customer_01873,Female,45,Rajasthan City,Rajasthan,North,P0074,Lamp,Home,Lamp,Dell,3,1352.04,15,3447.7,2117.47,1330.23,Debit Card,Offline,Sales_13,New
O010654,2025-02-05,C00454,Customer_01455,Male,34,Delhi City,Delhi,North,P0041,Yoga Mat,Sports,Yoga Mat,Samsung,4,2107.32,0,8429.28,5611.42,2817.86,Debit Card,Offline,Sales_02,Returning
O010655,2026-09-05,C00916,Customer_01414,Male,19,Uttar Pradesh City,Uttar Pradesh,North,P0114,Rice,Grocery,Rice,HP,1,1185.26,15,1007.47,642.34,365.13,Cash,Offline,Sales_14,Returning
O010656,2025-05-30,C01915,Customer_01677,Female,20,Uttar Pradesh City,Uttar Pradesh,North,P0163,Mobile,Electronics,Mobile,Apple,3,391.31,10,1056.54,628.06,428.48,Debit Card,Offline,Sales_06,Returning
O010657,2025-10-16,C00137,Customer_00597,Female,46,Maharashtra City,Maharashtra,West,P0433,Yoga Mat,Sports,Yoga Mat,Sony,1,3177.9,20,2542.32,1826.44,715.88,UPI,Offline,Sales_23,New
O010658,2025-06-26,C00278,Customer_00471,Female,35,Odisha City,Odisha,East,P0129,Mobile,Electronics,Mobile,Ikea,1,3390.04,0,3390.04,2048.95,1341.09,Debit Card,Offline,Sales_20,Returning
O010659,2025-08-11,C01972,Customer_01227,Female,28,Assam City,Assam,East,P0141,Football,Sports,Football,HP,1,626.29,5,594.98,504.53,90.45,Net Banking,Online,Sales_03,Returning
O010660,2025-05-20,C01329,Customer_01909,Female,40,Jharkhand City,Jharkhand,East,P0403,Shirt,Clothing,Shirt,Nike,5,4173.91,25,15652.16,12400.79,3251.37,UPI,Offline,Sales_09,New
O010661,2026-03-18,C01477,Customer_01520,Female,27,Maharashtra City,Maharashtra,West,P0342,Lamp,Home,Lamp,Ikea,4,1433.29,0,5733.16,3711.43,2021.73,Net Banking,Offline,Sales_06,New
O010662,2025-04-10,C01234,Customer_01509,Female,44,Delhi City,Delhi,North,P0075,Laptop,Electronics,Laptop,Dell,3,1885.64,20,4525.54,3754.7,770.84,Cash,Offline,Sales_10,Returning
O010663,2025-09-22,C01174,Customer_00724,Female,44,Madhya Pradesh City,Madhya Pradesh,Central,P0211,Snacks,Grocery,Snacks,Boat,5,1871.2,25,7017.0,5010.8,2006.2,Cash,Offline,Sales_08,New
O010664,2025-03-16,C01630,Customer_01952,Male,57,West Bengal City,West Bengal,East,P0237,Chair,Furniture,Chair,Ikea,5,2272.51,0,11362.55,8619.96,2742.59,Cash,Offline,Sales_21,New
O010665,2026-07-20,C00732,Customer_01645,Female,54,Karnataka City,Karnataka,South,P0075,Oil,Grocery,Oil,Dell,4,4021.08,25,12063.24,8408.21,3655.03,Cash,Offline,Sales_18,Returning
O010666,2025-01-29,C01965,Customer_01627,Male,64,Rajasthan City,Rajasthan,North,P0234,Mixer,Home,Mixer,Ikea,1,3458.99,5,3286.04,1912.07,1373.97,Cash,Offline,Sales_10,New
O010667,2025-07-13,C01115,Customer_01275,Female,20,Maharashtra City,Maharashtra,West,P0354,Mobile,Electronics,Mobile,Ikea,3,770.98,20,1850.35,1609.09,241.26,Cash,Online,Sales_04,New
O010668,2026-06-17,C01022,Customer_00703,Female,65,Uttarakhand City,Uttarakhand,North,P0085,Yoga Mat,Sports,Yoga Mat,HP,4,3124.71,5,11873.9,7408.11,4465.79,Debit Card,Offline,Sales_19,Returning
O010669,2025-06-03,C00595,Customer_00132,Female,34,Bihar City,Bihar,East,P0339,Lamp,Home,Lamp,Ikea,2,4147.52,20,6636.03,5374.36,1261.67,UPI,Online,Sales_19,New
O010670,2026-06-29,C01568,Customer_00251,Male,18,Kerala City,Kerala,South,P0500,Table,Furniture,Table,LG,1,1101.11,5,1046.05,869.79,176.26,Cash,Offline,Sales_17,Returning
O010671,2025-02-03,C01522,Customer_01230,Male,21,Tamil Nadu City,Tamil Nadu,South,P0143,Jeans,Clothing,Jeans,Samsung,1,2724.75,15,2316.04,1648.04,668.0,Net Banking,Offline,Sales_01,New
O010672,2025-05-10,C01980,Customer_01129,Male,50,Madhya Pradesh City,Madhya Pradesh,Central,P0191,Jacket,Clothing,Jacket,Samsung,1,474.29,20,379.43,302.26,77.17,Debit Card,Online,Sales_24,Returning
O010673,2025-12-06,C00772,Customer_01226,Female,40,Punjab City,Punjab,North,P0079,Mixer,Home,Mixer,Ikea,2,4061.84,15,6905.13,5393.43,1511.7,UPI,Online,Sales_25,New
O010674,2026-01-09,C01261,Customer_00889,Female,41,Haryana City,Haryana,North,P0062,Curtains,Home,Curtains,Dell,4,2383.27,30,6673.16,5982.35,690.81,Cash,Online,Sales_02,Returning
O010675,2025-01-02,C01330,Customer_00105,Male,45,Bihar City,Bihar,East,P0345,Cricket Bat,Sports,Cricket Bat,Dell,4,688.67,0,2754.68,1849.19,905.49,Debit Card,Offline,Sales_19,New
O010676,2026-02-27,C01076,Customer_00348,Female,55,Kerala City,Kerala,South,P0305,Oil,Grocery,Oil,Philips,4,903.1,25,2709.3,1854.96,854.34,Cash,Offline,Sales_13,New
O010677,2026-05-31,C01583,Customer_01319,Female,27,Madhya Pradesh City,Madhya Pradesh,Central,P0474,Curtains,Home,Curtains,Adidas,3,3330.29,20,7992.7,5036.34,2956.36,UPI,Online,Sales_12,Returning
O010678,2025-01-30,C01979,Customer_00098,Female,35,Jharkhand City,Jharkhand,East,P0145,Table,Furniture,Table,Boat,5,4363.22,0,21816.1,13458.19,8357.91,UPI,Online,Sales_22,New
O010679,2025-01-13,C01169,Customer_00731,Female,37,Odisha City,Odisha,East,P0291,Rice,Grocery,Rice,Ikea,4,4061.4,10,14621.04,10554.45,4066.59,Credit Card,Online,Sales_24,New
O010680,2025-02-09,C00387,Customer_01988,Female,62,Madhya Pradesh City,Madhya Pradesh,Central,P0114,Jacket,Clothing,Jacket,Nike,1,1782.8,0,1782.8,1002.27,780.53,Net Banking,Online,Sales_03,Returning
O010681,2025-10-30,C01732,Customer_00254,Male,37,Tamil Nadu City,Tamil Nadu,South,P0132,Jacket,Clothing,Jacket,Boat,5,3975.02,0,19875.1,15745.15,4129.95,Cash,Offline,Sales_13,New
O010682,2025-05-12,C01004,Customer_01913,Female,41,Punjab City,Punjab,North,P0475,Sofa,Furniture,Sofa,Ikea,5,2256.95,15,9592.04,6379.39,3212.65,UPI,Online,Sales_22,New
O010683,2025-03-27,C01904,Customer_00575,Male,21,Madhya Pradesh City,Madhya Pradesh,Central,P0422,Chair,Furniture,Chair,Ikea,3,3170.18,5,9035.01,7196.9,1838.11,UPI,Offline,Sales_07,New
O010684,2025-09-04,C00814,Customer_01642,Male,61,Chhattisgarh City,Chhattisgarh,Central,P0178,Mixer,Home,Mixer,Ikea,1,3037.56,30,2126.29,1740.53,385.76,Net Banking,Offline,Sales_04,New
O010685,2025-10-25,C00854,Customer_00442,Female,20,Kerala City,Kerala,South,P0466,Snacks,Grocery,Snacks,Apple,4,2399.03,0,9596.12,6204.29,3391.83,Cash,Online,Sales_09,New
O010686,2026-08-11,C00129,Customer_00825,Female,43,Delhi City,Delhi,North,P0031,Mobile,Electronics,Mobile,Puma,4,4927.16,10,17737.78,13170.22,4567.56,Debit Card,Online,Sales_22,Returning
O010687,2026-02-01,C01386,Customer_00175,Female,45,Uttar Pradesh City,Uttar Pradesh,North,P0378,Yoga Mat,Sports,Yoga Mat,Samsung,5,199.11,25,746.66,608.85,137.81,Net Banking,Online,Sales_07,Returning
O010688,2026-05-11,C00725,Customer_00791,Male,42,Jharkhand City,Jharkhand,East,P0447,Yoga Mat,Sports,Yoga Mat,Nike,2,3574.25,20,5718.8,4620.73,1098.07,Net Banking,Offline,Sales_22,Returning
O010689,2026-07-23,C01703,Customer_01025,Male,23,West Bengal City,West Bengal,East,P0480,Football,Sports,Football,Puma,5,4507.75,15,19157.94,14398.96,4758.98,Debit Card,Online,Sales_20,New
O010690,2026-05-09,C01786,Customer_00311,Male,60,Delhi City,Delhi,North,P0121,Sofa,Furniture,Sofa,Puma,1,120.35,10,108.31,70.01,38.3,Cash,Offline,Sales_19,Returning
O010691,2026-08-11,C00034,Customer_00647,Male,53,West Bengal City,West Bengal,East,P0140,Mixer,Home,Mixer,Dell,2,1011.94,20,1619.1,987.45,631.65,Credit Card,Online,Sales_20,New
O010692,2025-05-11,C01668,Customer_01218,Male,19,Punjab City,Punjab,North,P0381,Table,Furniture,Table,LG,4,853.48,5,3243.22,2386.35,856.87,Debit Card,Online,Sales_02,New
O010693,2025-05-03,C01960,Customer_01406,Male,32,Chhattisgarh City,Chhattisgarh,Central,P0244,Sofa,Furniture,Sofa,Sony,4,4461.53,15,15169.2,9548.75,5620.45,Debit Card,Offline,Sales_13,Returning
O010694,2026-10-15,C00958,Customer_01691,Male,47,Uttarakhand City,Uttarakhand,North,P0276,Rice,Grocery,Rice,Samsung,1,2214.4,30,1550.08,1054.42,495.66,UPI,Offline,Sales_06,New
O010695,2026-06-18,C00308,Customer_01660,Female,65,Uttar Pradesh City,Uttar Pradesh,North,P0383,Shirt,Clothing,Shirt,Boat,3,3801.64,5,10834.67,7037.1,3797.57,UPI,Offline,Sales_14,New
O010696,2025-08-06,C01872,Customer_01220,Female,50,West Bengal City,West Bengal,East,P0436,Football,Sports,Football,LG,2,1258.11,25,1887.16,1413.64,473.52,Debit Card,Offline,Sales_07,New
O010697,2026-09-13,C00165,Customer_00133,Female,18,Odisha City,Odisha,East,P0496,Yoga Mat,Sports,Yoga Mat,Samsung,2,4790.51,10,8622.92,7513.12,1109.8,Credit Card,Online,Sales_12,Returning
O010698,2026-03-16,C00306,Customer_01741,Female,36,West Bengal City,West Bengal,East,P0021,Snacks,Grocery,Snacks,Apple,5,2757.37,25,10340.14,8903.05,1437.09,Credit Card,Offline,Sales_09,New
O010699,2026-07-12,C00034,Customer_00957,Female,38,West Bengal City,West Bengal,East,P0316,Cricket Bat,Sports,Cricket Bat,Ikea,1,796.65,25,597.49,520.64,76.85,Net Banking,Offline,Sales_03,Returning
O010700,2025-01-26,C01258,Customer_01241,Female,27,Punjab City,Punjab,North,P0437,Headphones,Electronics,Headphones,Dell,1,1685.45,5,1601.18,943.19,657.99,Debit Card,Offline,Sales_11,New
O010701,2026-09-22,C01407,Customer_00683,Female,40,Rajasthan City,Rajasthan,North,P0013,Oil,Grocery,Oil,Sony,4,3111.22,15,10578.15,5889.51,4688.64,Credit Card,Offline,Sales_24,Returning
O010702,2025-12-27,C01177,Customer_00740,Male,59,Maharashtra City,Maharashtra,West,P0011,Oil,Grocery,Oil,Dell,1,689.08,5,654.63,533.96,120.67,Cash,Online,Sales_05,New
O010703,2025-05-25,C00133,Customer_01201,Female,64,Kerala City,Kerala,South,P0215,Laptop,Electronics,Laptop,HP,4,4682.53,10,16857.11,10033.35,6823.76,UPI,Online,Sales_11,Returning
O010704,2025-09-18,C01463,Customer_00758,Male,23,Punjab City,Punjab,North,P0442,Laptop,Electronics,Laptop,Sony,4,1862.42,15,6332.23,4825.49,1506.74,Net Banking,Online,Sales_07,New
O010705,2026-08-14,C00768,Customer_01446,Male,54,Uttarakhand City,Uttarakhand,North,P0483,Football,Sports,Football,Philips,1,951.97,0,951.97,798.56,153.41,Debit Card,Online,Sales_24,New
O010706,2025-12-18,C01749,Customer_01193,Female,42,Odisha City,Odisha,East,P0235,Shirt,Clothing,Shirt,Boat,5,2820.13,15,11985.55,7695.09,4290.46,Credit Card,Online,Sales_25,New
O010707,2025-05-26,C01920,Customer_01250,Female,45,Maharashtra City,Maharashtra,West,P0131,Jeans,Clothing,Jeans,Apple,1,3511.07,25,2633.3,1909.79,723.51,Credit Card,Offline,Sales_19,New
O010708,2026-10-08,C01917,Customer_01298,Male,43,Tamil Nadu City,Tamil Nadu,South,P0092,Yoga Mat,Sports,Yoga Mat,Ikea,4,1128.9,0,4515.6,3725.88,789.72,Net Banking,Offline,Sales_16,New
O010709,2026-05-02,C01795,Customer_00914,Female,49,Tamil Nadu City,Tamil Nadu,South,P0134,Headphones,Electronics,Headphones,Dell,5,3041.83,25,11406.86,7547.36,3859.5,Net Banking,Offline,Sales_20,Returning
O010710,2026-11-09,C01998,Customer_00958,Female,47,West Bengal City,West Bengal,East,P0119,Chair,Furniture,Chair,Philips,1,1224.2,0,1224.2,715.5,508.7,Credit Card,Offline,Sales_08,New
O010711,2025-07-19,C01641,Customer_00218,Male,26,Gujarat City,Gujarat,West,P0025,Oil,Grocery,Oil,Sony,5,3128.13,15,13294.55,11926.83,1367.72,Credit Card,Offline,Sales_05,Returning
O010712,2025-03-22,C01653,Customer_00128,Male,31,Gujarat City,Gujarat,West,P0303,Table,Furniture,Table,Ikea,5,3330.79,25,12490.46,7533.95,4956.51,Cash,Online,Sales_19,New
O010713,2026-08-25,C00242,Customer_00418,Male,46,Chhattisgarh City,Chhattisgarh,Central,P0227,Lamp,Home,Lamp,Samsung,4,4511.59,20,14437.09,9642.12,4794.97,Debit Card,Online,Sales_08,New
O010714,2025-10-25,C01355,Customer_00250,Male,58,Rajasthan City,Rajasthan,North,P0145,Oil,Grocery,Oil,LG,4,3449.79,0,13799.16,12212.8,1586.36,Net Banking,Online,Sales_01,Returning
O010715,2026-11-26,C00830,Customer_01286,Male,45,Odisha City,Odisha,East,P0251,Curtains,Home,Curtains,Puma,4,4682.49,30,13110.97,11321.95,1789.02,Credit Card,Online,Sales_13,Returning
O010716,2025-03-09,C01676,Customer_01307,Female,49,Gujarat City,Gujarat,West,P0302,Rice,Grocery,Rice,Dell,2,1089.48,10,1961.06,1597.48,363.58,UPI,Online,Sales_07,New
O010717,2026-10-13,C00950,Customer_00532,Female,47,Kerala City,Kerala,South,P0110,Rice,Grocery,Rice,Samsung,1,2793.34,20,2234.67,1330.42,904.25,Net Banking,Online,Sales_24,New
O010718,2025-01-28,C01860,Customer_01961,Female,53,Uttar Pradesh City,Uttar Pradesh,North,P0046,Football,Sports,Football,Philips,1,2128.96,0,2128.96,1654.1,474.86,Net Banking,Offline,Sales_08,New
O010719,2025-01-13,C00558,Customer_00729,Male,28,Odisha City,Odisha,East,P0033,Mixer,Home,Mixer,Philips,4,890.14,0,3560.56,3150.47,410.09,Debit Card,Offline,Sales_03,New
O010720,2026-09-07,C00810,Customer_01844,Female,25,Uttar Pradesh City,Uttar Pradesh,North,P0408,Headphones,Electronics,Headphones,Philips,1,726.1,20,580.88,466.19,114.69,Debit Card,Online,Sales_06,Returning
O010721,2026-10-18,C01071,Customer_00138,Female,29,Madhya Pradesh City,Madhya Pradesh,Central,P0319,Rice,Grocery,Rice,Samsung,1,1794.65,20,1435.72,1079.57,356.15,Cash,Online,Sales_09,Returning
O010722,2026-08-12,C01006,Customer_01281,Female,32,Assam City,Assam,East,P0095,Yoga Mat,Sports,Yoga Mat,Dell,2,423.85,20,678.16,437.98,240.18,Credit Card,Online,Sales_03,New
O010723,2025-08-23,C01954,Customer_01753,Female,21,Gujarat City,Gujarat,West,P0238,Mobile,Electronics,Mobile,Philips,5,3827.95,10,17225.78,13594.99,3630.79,Credit Card,Online,Sales_13,Returning
O010724,2026-01-17,C00248,Customer_01421,Male,53,Punjab City,Punjab,North,P0440,Rice,Grocery,Rice,Sony,4,3644.5,5,13849.1,12217.05,1632.05,Net Banking,Offline,Sales_18,New
O010725,2026-07-22,C01691,Customer_01529,Female,28,Telangana City,Telangana,South,P0171,Laptop,Electronics,Laptop,Dell,5,1577.28,15,6703.44,4440.41,2263.03,Cash,Offline,Sales_24,New
O010726,2025-12-19,C00122,Customer_00760,Male,48,Gujarat City,Gujarat,West,P0392,Yoga Mat,Sports,Yoga Mat,LG,3,4625.58,5,13182.9,10877.73,2305.17,Cash,Offline,Sales_16,Returning
O010727,2025-01-16,C00421,Customer_00087,Male,64,Uttar Pradesh City,Uttar Pradesh,North,P0192,Shirt,Clothing,Shirt,Apple,2,2007.63,10,3613.73,2516.12,1097.61,Cash,Offline,Sales_20,New
O010728,2026-04-19,C01082,Customer_00337,Male,19,Madhya Pradesh City,Madhya Pradesh,Central,P0405,Cricket Bat,Sports,Cricket Bat,Sony,3,4741.86,25,10669.18,7201.52,3467.66,UPI,Offline,Sales_18,New
O010729,2026-08-18,C01575,Customer_00788,Female,34,Madhya Pradesh City,Madhya Pradesh,Central,P0327,Headphones,Electronics,Headphones,Apple,2,4679.09,25,7018.64,5119.41,1899.23,UPI,Online,Sales_16,Returning
O010730,2025-04-07,C00907,Customer_00802,Male,21,Telangana City,Telangana,South,P0495,Yoga Mat,Sports,Yoga Mat,Apple,1,939.58,30,657.71,476.16,181.55,Net Banking,Online,Sales_11,Returning
O010731,2025-12-06,C01192,Customer_01076,Male,46,Odisha City,Odisha,East,P0281,Jacket,Clothing,Jacket,Puma,4,1244.89,20,3983.65,2990.2,993.45,UPI,Offline,Sales_11,Returning
O010732,2025-05-16,C00193,Customer_01482,Female,40,Tamil Nadu City,Tamil Nadu,South,P0130,Jeans,Clothing,Jeans,Puma,2,3074.18,30,4303.85,2946.04,1357.81,Cash,Online,Sales_21,New
O010733,2025-02-02,C01171,Customer_00623,Female,62,Assam City,Assam,East,P0057,Football,Sports,Football,Apple,1,4354.11,0,4354.11,3016.66,1337.45,Debit Card,Offline,Sales_05,New
O010734,2025-05-09,C01438,Customer_01924,Female,30,Kerala City,Kerala,South,P0183,Jacket,Clothing,Jacket,Puma,5,127.36,15,541.28,384.81,156.47,Cash,Offline,Sales_06,Returning
O010735,2025-12-11,C00409,Customer_01242,Female,52,Bihar City,Bihar,East,P0092,Shirt,Clothing,Shirt,Sony,3,545.07,15,1389.93,1024.83,365.1,Cash,Offline,Sales_22,Returning
O010736,2025-02-16,C01209,Customer_00342,Female,48,Delhi City,Delhi,North,P0213,Jacket,Clothing,Jacket,Philips,3,4775.0,0,14325.0,8800.1,5524.9,Net Banking,Offline,Sales_19,New
O010737,2025-07-01,C01613,Customer_00615,Male,51,Delhi City,Delhi,North,P0368,Laptop,Electronics,Laptop,Boat,2,4438.59,30,6214.03,4648.03,1566.0,Cash,Online,Sales_13,Returning
O010738,2025-10-15,C01588,Customer_00304,Male,34,Jharkhand City,Jharkhand,East,P0093,Snacks,Grocery,Snacks,Boat,1,496.67,15,422.17,259.98,162.19,Debit Card,Offline,Sales_19,Returning
O010739,2026-08-31,C01852,Customer_00315,Female,20,Maharashtra City,Maharashtra,West,P0239,Headphones,Electronics,Headphones,Apple,1,571.88,5,543.29,311.13,232.16,Net Banking,Online,Sales_13,Returning
O010740,2025-05-10,C01343,Customer_01979,Male,57,Assam City,Assam,East,P0225,Yoga Mat,Sports,Yoga Mat,LG,4,839.12,5,3188.66,2757.94,430.72,UPI,Offline,Sales_01,New
O010741,2026-03-29,C00507,Customer_00968,Female,45,Uttarakhand City,Uttarakhand,North,P0307,Mixer,Home,Mixer,Boat,2,3823.76,10,6882.77,5293.83,1588.94,UPI,Online,Sales_01,Returning
O010742,2025-11-16,C00685,Customer_01175,Male,36,Kerala City,Kerala,South,P0440,Lamp,Home,Lamp,Puma,3,1401.67,0,4205.01,3045.56,1159.45,UPI,Online,Sales_05,Returning
O010743,2025-04-29,C01732,Customer_00356,Male,57,Uttar Pradesh City,Uttar Pradesh,North,P0497,Yoga Mat,Sports,Yoga Mat,Boat,4,3798.68,0,15194.72,12490.77,2703.95,Credit Card,Offline,Sales_16,Returning
O010744,2026-02-07,C00634,Customer_00368,Male,29,Chhattisgarh City,Chhattisgarh,Central,P0390,Sofa,Furniture,Sofa,Nike,4,573.09,10,2063.12,1704.56,358.56,Net Banking,Offline,Sales_14,New
O010745,2026-06-29,C01311,Customer_01132,Female,48,Delhi City,Delhi,North,P0181,Yoga Mat,Sports,Yoga Mat,Apple,5,2059.06,10,9265.77,5313.59,3952.18,UPI,Online,Sales_19,New
O010746,2026-04-05,C00053,Customer_01810,Male,52,Gujarat City,Gujarat,West,P0451,Oil,Grocery,Oil,Nike,3,3559.36,15,9076.37,7281.78,1794.59,Credit Card,Online,Sales_17,New
O010747,2026-08-27,C00380,Customer_01307,Male,44,Madhya Pradesh City,Madhya Pradesh,Central,P0467,Jacket,Clothing,Jacket,LG,1,4316.72,0,4316.72,3669.3,647.42,Cash,Online,Sales_16,New
O010748,2025-09-17,C00583,Customer_01617,Female,29,Andhra Pradesh City,Andhra Pradesh,South,P0486,Lamp,Home,Lamp,Apple,2,489.78,0,979.56,716.98,262.58,Debit Card,Offline,Sales_24,Returning
O010749,2026-08-08,C00727,Customer_01181,Male,20,Bihar City,Bihar,East,P0469,Shirt,Clothing,Shirt,LG,2,3394.73,30,4752.62,3736.61,1016.01,UPI,Online,Sales_21,New
O010750,2025-03-12,C01416,Customer_00343,Female,58,Haryana City,Haryana,North,P0301,Laptop,Electronics,Laptop,Puma,5,2179.62,15,9263.38,6206.57,3056.81,Credit Card,Offline,Sales_13,Returning
O010751,2025-11-18,C01156,Customer_00782,Female,40,Uttar Pradesh City,Uttar Pradesh,North,P0328,Curtains,Home,Curtains,Puma,5,3573.2,30,12506.2,9520.54,2985.66,Net Banking,Online,Sales_02,New
O010752,2025-11-21,C00231,Customer_00375,Female,27,Jharkhand City,Jharkhand,East,P0263,Chair,Furniture,Chair,Philips,2,4936.26,0,9872.52,8208.83,1663.69,Cash,Online,Sales_01,New
O010753,2026-01-21,C00230,Customer_00408,Female,32,Karnataka City,Karnataka,South,P0385,Chair,Furniture,Chair,Puma,1,2528.17,25,1896.13,1392.24,503.89,UPI,Offline,Sales_06,New
O010754,2026-03-31,C00368,Customer_01463,Female,27,Jharkhand City,Jharkhand,East,P0267,Jeans,Clothing,Jeans,Samsung,1,2214.82,10,1993.34,1784.52,208.82,Net Banking,Online,Sales_18,Returning
O010755,2025-12-15,C00984,Customer_01001,Male,34,Delhi City,Delhi,North,P0446,Table,Furniture,Table,Boat,2,4561.92,30,6386.69,5569.51,817.18,Cash,Online,Sales_07,New
O010756,2025-06-27,C00956,Customer_00443,Female,49,Chhattisgarh City,Chhattisgarh,Central,P0387,Sofa,Furniture,Sofa,Puma,3,2397.71,20,5754.5,4343.39,1411.11,Debit Card,Online,Sales_02,Returning
O010757,2026-12-06,C01827,Customer_01529,Female,25,Odisha City,Odisha,East,P0231,Mixer,Home,Mixer,Apple,1,211.12,10,190.01,156.55,33.46,Cash,Offline,Sales_23,New
O010758,2025-12-13,C01453,Customer_01198,Female,39,Uttarakhand City,Uttarakhand,North,P0089,Lamp,Home,Lamp,Nike,3,4469.06,10,12066.46,10853.85,1212.61,Net Banking,Offline,Sales_16,New
O010759,2025-01-07,C00075,Customer_00859,Male,51,Bihar City,Bihar,East,P0312,Laptop,Electronics,Laptop,Sony,2,2458.89,25,3688.34,2605.76,1082.58,Credit Card,Offline,Sales_24,New
O010760,2025-12-07,C01736,Customer_00488,Female,26,Madhya Pradesh City,Madhya Pradesh,Central,P0440,Football,Sports,Football,Puma,5,2726.31,25,10223.66,7220.53,3003.13,Credit Card,Online,Sales_14,New
O010761,2025-09-23,C00750,Customer_00596,Male,46,Odisha City,Odisha,East,P0245,Rice,Grocery,Rice,Nike,4,159.42,0,637.68,568.52,69.16,Cash,Online,Sales_19,New
O010762,2025-11-09,C01759,Customer_00552,Male,53,Andhra Pradesh City,Andhra Pradesh,South,P0252,Laptop,Electronics,Laptop,Philips,4,843.62,20,2699.58,2320.86,378.72,Cash,Online,Sales_02,Returning
O010763,2026-02-10,C01167,Customer_01948,Female,39,Bihar City,Bihar,East,P0363,Football,Sports,Football,Boat,1,4119.77,25,3089.83,2128.39,961.44,Cash,Offline,Sales_08,Returning
O010764,2026-01-22,C00580,Customer_01120,Female,42,Tamil Nadu City,Tamil Nadu,South,P0331,Mobile,Electronics,Mobile,Apple,2,4829.67,0,9659.34,8581.44,1077.9,Credit Card,Offline,Sales_15,Returning
O010765,2026-07-11,C01839,Customer_01325,Male,43,Odisha City,Odisha,East,P0423,Table,Furniture,Table,Samsung,3,4968.99,25,11180.23,9412.95,1767.28,Credit Card,Offline,Sales_06,New
O010766,2025-02-26,C00362,Customer_01877,Male,64,Bihar City,Bihar,East,P0025,Table,Furniture,Table,Adidas,3,3536.33,10,9548.09,5863.28,3684.81,Cash,Online,Sales_23,New
O010767,2026-12-07,C00772,Customer_00978,Female,39,Rajasthan City,Rajasthan,North,P0359,Laptop,Electronics,Laptop,Nike,3,3393.55,30,7126.46,4672.99,2453.47,Credit Card,Offline,Sales_02,Returning
O010768,2026-04-07,C00640,Customer_00562,Male,47,Jharkhand City,Jharkhand,East,P0446,Headphones,Electronics,Headphones,Adidas,4,3443.61,5,13085.72,10198.91,2886.81,UPI,Offline,Sales_14,Returning
O010769,2026-09-24,C00670,Customer_01601,Male,38,Chhattisgarh City,Chhattisgarh,Central,P0457,Mixer,Home,Mixer,LG,5,3549.3,10,15971.85,10578.82,5393.03,UPI,Online,Sales_25,New
O010770,2025-08-24,C00577,Customer_01903,Male,59,Punjab City,Punjab,North,P0037,Laptop,Electronics,Laptop,Ikea,5,4174.94,25,15656.02,13291.99,2364.03,Credit Card,Online,Sales_21,Returning
O010771,2026-05-05,C00337,Customer_00080,Female,57,Delhi City,Delhi,North,P0417,Headphones,Electronics,Headphones,Boat,4,3094.57,0,12378.28,8269.14,4109.14,Debit Card,Online,Sales_03,New
O010772,2026-02-25,C01977,Customer_01912,Female,28,Rajasthan City,Rajasthan,North,P0341,Curtains,Home,Curtains,Dell,5,2603.65,30,9112.77,7652.55,1460.22,Debit Card,Online,Sales_25,New
O010773,2026-04-02,C00643,Customer_00107,Female,45,Delhi City,Delhi,North,P0337,Cricket Bat,Sports,Cricket Bat,Puma,4,1824.14,5,6931.73,5440.15,1491.58,Debit Card,Offline,Sales_11,Returning
